id,area,title,persona,journey,expected,entry_points,qa_status,bug_ids,fix_status,retest_status,fix_commits,evidence,last_report,overlaps,notes
BLK-massa-desfazer-de-30s,BLK,"Desfazer de 30 s devolve os valores anteriores, e falha parcial é relatada honestamente",Nana,J-reprecificar-em-massa,"Aplicar mostra toast ""X alterados (· Y falharam)"" com Desfazer · 30 s; o desfazer restaura os valores capturados antes da escrita apenas nos itens efetivamente alterados; e depois de 30 s ou de um reload o desfazer desaparece",http://localhost:8081/admin/produtos,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`PLS-06` AC 9-11 (`A23`). Não existe `undo` transacional: é um segundo `update` com o snapshot pré-escrita. Logo o caso que importa é o **parcial** — se 9 de 12 mudaram, o desfazer cobre 9. O buffer viver em memória e sumir no reload é declarado (`A23`), não bug. Estoque com produtos de `stock_policy = 'none'` na seleção: eles são ignorados **e** a tela diz quantos (AC 5)."
BLK-massa-previa-bate-com-a-conta,BLK,Prévia do impacto de +10% bate com a conta feita à mão antes de escrever,Nana,J-reprecificar-em-massa,"A Prévia do impacto mostra antes → depois das primeiras linhas afetadas, o ticket médio antes e depois e os avisos — e o resultado aplicado bate com a prévia em 3 linhas conferidas à mão",http://localhost:8081/admin/produtos,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`PLS-06` (P2.2 AC 4, 8). A prévia é a única coisa entre a boa intenção e o catálogo reprecificado errado. Uma prévia que **mostra** um número e **grava** outro é pior que nenhuma prévia: a lojista confere, aprova e o dano fica invisível. Inclui os modos `Definir valor`, `Aumentar %`, `Diminuir %` e `Arredondar` (com `terminar em ,90`). Cancelar não pode escrever nada."
BLK-massa-so-o-que-esta-ligado,BLK,"Só os campos com interruptor ligado são alterados, e a seleção é a capturada",Nana,J-reprecificar-em-massa,"Campos desligados não mudam nada nos produtos afetados; é possível selecionar todos os N do filtro (não só a página visível); e a operação usa os ids capturados na seleção, mesmo se o filtro mudar depois",http://localhost:8081/admin/produtos,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`PLS-05` AC 2 + `PLS-06` AC 3 + o edge case do filtro reavaliado. O risco é de alcance: um campo que ""vaza"" muda dado em dezenas de produtos de uma vez, e ninguém procura o que não pediu para mudar. Verificar no banco os campos **não** ligados dos produtos afetados — é a única forma de ver o vazamento."
BMP-condicoes-de-exibicao,BMP,Order bump só aparece quando as quatro condições valem,Marina,J-bump-exibido-cobrado,"Some quando desligado, produto inexistente, stock_total = 0, ou produto já no carrinho",http://localhost:8080/checkout,untested,,,,,,,,"Os quatro casos negativos, um por um. O de 'ja' no carrinho' tem uma consequência deliberada: o servidor **ainda desconta** por `product_id`, entao esse item sai com o desconto configurado. Conferir que é isso que acontece, e não um erro."
BMP-exibido-igual-cobrado,BMP,"Valor cobrado com o bump é idêntico ao exibido, ao centavo",Marina,J-bump-exibido-cobrado,orders.total no banco == valor que o rótulo do CTA exibia no momento do acionamento,http://localhost:8080/checkout,blocked-verify,BUG-20260728-edge-runtime-sem-dns,,,,,../reports/2026-07-28-checkout-08-09.md,CHK-cta-valor-por-metodo,"**O cenário mais importante do ciclo.** Este defeito reapareceu duas vezes: na 08 a base do cupom era arredondada em um lado e não no outro (3 x R$ 29,90 + cupom 15% exibia 72,43 e cobrava 72,44); na 09 o Verifier deixou BMP-04 como 'Needs Fix na cláusula idêntico ao exibido'. Combinações obrigatorias: bump + cupom `percent`, bump + cupom `fixed` que excede o subtotal, bump + desconto PIX, bump + cupom `free_shipping`. Anotar o valor do rótulo **antes** de acionar e comparar com `SELECT total FROM orders`. Divergência de um centavo é FALHA, não arredondamento aceitavel."
BMP-marcar-desmarcar-nao-acumula,BMP,Marcar e desmarcar o bump várias vezes não acumula desconto,Léo,J-bump-exibido-cobrado,"Depois de 3 ciclos de marcar/desmarcar, um único item com o desconto aplicado uma única vez",http://localhost:8080/checkout,untested,,,,,,,,"`applyOrderBump` **não é idempotente por composicao** — quem chama tem de passar preço cheio + o objeto `bump`, nunca uma lista já descontada. Duas aplicacoes seguidas dariam metade da metade."
CAT-contagem-vem-do-servidor,CAT,A contagem de produtos por categoria é resolvida no servidor e bate com o banco,Nana,J-organizar-categorias,"Cada categoria mostra a contagem de produtos, o número bate com a contagem no banco, e a rede mostra consulta agregada — não um select('*') do catálogo para somar no cliente",http://localhost:8081/admin/categorias,pass,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`RFN-09` AC 2. Somar no cliente exigiria ler o catálogo inteiro — exatamente o defeito que a `13` matou na listagem de produtos. Tela nova (commit `1bee074` + migration `20260801150000`), então tudo aqui é superfície nova."
CAT-criar-inline-sem-perder-rascunho,CAT,"Criar categoria pelo formulário do produto já a deixa marcada, sem perder o rascunho",Nana,J-organizar-categorias,"Buscar uma categoria inexistente no formulário do produto oferece ""Criar categoria <termo>"" (⌘⏎); o diálogo curto salva, a nova categoria já vem marcada no produto, e nada do rascunho do produto se perde",http://localhost:8081/admin/produtos/novo,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,PRD-taxonomia-nao-suja,"`PFM-05` AC 3. É o caminho real do cadastro: a lojista descobre no meio do formulário que a categoria do drop novo não existe. Perder o rascunho aqui custa o cadastro inteiro. Edge case declarado: se ela cria a categoria e desiste do produto, a categoria **permanece** — é objeto próprio, e o comportamento previsível é melhor que um rollback surpresa."
CAT-excluir-nomeia-quantos-perdem,CAT,Excluir categoria com produtos nomeia quantos ficam sem ela e exige confirmação,Dora,J-organizar-categorias,Excluir uma categoria que tem produtos abre confirmação dizendo quantos produtos ficam sem ela; cancelar não muda nada; confirmar remove só a categoria — os produtos continuam existindo e a vitrine não fica com link morto,http://localhost:8081/admin/categorias,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`RFN-09` AC 3. Categoria é taxonomia de navegação: excluir sem aviso deixa produto sem caminho e link morto na loja — e quem paga é a cliente, não o admin. Dora é a persona: ela limpa o que ""parece duplicado"" sem saber quantos produtos dependem daquilo."
CAT-hierarquia-e-criacao,CAT,Criar categoria filha grava de verdade e aparece sob o pai,Nana,J-organizar-categorias,"Criar uma categoria com pai e slug automático grava sem erro e ela aparece sob o pai na árvore; a tela usa a mesma linguagem da listagem v2 (visões com contagem, busca por nome ou slug, seleção, barra de massa, inspetor)",http://localhost:8081/admin/categorias,blocked-verify,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`RFN-09` AC 1. **Este é o cenário do `AD-012`:** `DbCategory` declarava `parent_id`, `banner_url` e `color_accent` havia meses, o banco não tinha nenhuma das três, e **toda gravação de categoria falhava com `PGRST204`** sem nada pegar — o build não checa tipo, o `tsc` achava o código certo porque o tipo mentia, e os testes mockavam o client. Logo: **prove que grava.** Conferir a linha em `categories` depois de salvar, não a tela."
CHK-cta-desabilitado-incompleto,CHK,CTA fica desabilitado enquanto houver bloco incompleto,Bia,J-compra-pix-celular,CTA desabilitado com qualquer bloco incompleto; habilita só quando os três estao completos,http://localhost:8080/checkout,pass,,,,,docs/qa/evidence/2026-07-28-checkout-08-09/,../reports/2026-07-28-checkout-08-09.md,,Critério de 'completo' por bloco (CHK-03): Contato = nome + e-mail valido + WhatsApp de 10/11 dígitos; Entrega = CEP de 8 dígitos + 5 campos + **opção de frete selecionada**; Pagamento = metodo habilitado + CPF valido.
CHK-cta-valor-por-metodo,CHK,Rótulo do CTA mostra o valor do metodo escolhido,Marina,J-compra-pix-celular,"Com pix_discount_percent = 5, o rótulo em PIX e em cartao mostram valores DIFERENTES",http://localhost:8080/checkout,pass,,,,,docs/qa/evidence/2026-07-28-checkout-08-09/,../reports/2026-07-28-checkout-08-09.md,CHK-bump-exibido-igual-cobrado,"CHK-06. O rótulo tem de trazer o valor exato do metodo selecionado, não um total generico. Se PIX e cartao mostram o mesmo número com desconto PIX ligado, o rótulo está errado. No mobile este texto vive dentro de uma pílula no rodape — conferir que não embrulha em duas linhas."
CHK-editar-bloco-invalida-pedido,CHK,Editar um bloco depois de criar o pedido invalida o pedido,Rui,J-retomar-pagamento-falho,"Retentativa sem edicao reusa o order_id; com edicao, o próximo CTA cria um pedido novo",http://localhost:8080/checkout,untested,,,,,,,,CHK-08. Existe porque `orders` não tem policy de UPDATE para `authenticated`: um bloco editado não persistiria e a function cobraria o frete/endereço antigos. Os dois caminhos precisam ser andados separadamente — é facil provar um e assumir o outro.
CHK-pix-celular-happy,CHK,"Fechar compra com PIX no celular, ponta a ponta",Marina,J-compra-pix-celular,"/pedido/:id mostra o pedido pago com a timeline em 'Pago', e recarregar a página mantem a confirmacao",http://localhost:8080/checkout,fail,BUG-20260728-edge-runtime-sem-dns;BUG-20260728-header-mobile-diverge-do-board,,,,docs/qa/evidence/2026-07-28-checkout-08-09/,../reports/2026-07-28-checkout-08-09.md,,"O caminho principal da loja em 390x844. Não termina no 'PIX gerado': termina em `/pedido/:id` sobrevivendo a um reload, com `orders.payment_status = approved` e `paid_at` no banco. Conferir no percurso: 3 blocos numerados, zero passo 'Revisao', barra de resumo colapsavel no topo, CTA fixo no rodape com o valor, e a faixa de confiança logo abaixo do CTA."
CHK-recarrega-nao-duplica-pedido,CHK,Recarregar no meio do checkout não cria um segundo pedido pending,Rui,J-compra-pix-celular,"Depois do reload, o order_id em curso volta do sessionStorage e o CTA reusa o mesmo pedido",http://localhost:8080/checkout,untested,,,,,,,,"O rascunho e o `order_id` vivem em **sessionStorage**. Sem isso, um reload criaria pedido pending novo a cada tentativa — lixo no painel do MP e risco de cobrança dupla. Prova no banco: `SELECT count(*) FROM orders WHERE payment_status='pending'` antes e depois do reload."
CHK-um-bloco-aberto,CHK,Acordeão abre o primeiro bloco incompleto e nunca dois ao mesmo tempo,Bia,J-compra-pix-celular,Exatamente um bloco aberto por vez; bloco completo colapsa mostrando resumo e 'Alterar',http://localhost:8080/checkout,pass,BUG-20260728-bloco-vazio-parece-preenchido,fixed,pass,99c90cc,docs/qa/evidence/2026-07-28-checkout-08-09/,../reports/2026-07-28-checkout-08-09.md,,Regra de CHK-03/CHK-04. Em 390px o custo de dois blocos abertos é a página virar um formulario infinito — que é exatamente o que o one-page veio resolver. Conferir também que **nenhum bloco tem botão primario próprio**: a única pílula geleia da tela é o CTA (DESIGN.md 8).
LST-celula-bloqueada-explica-por-que,LST,Célula não editável diz por quê — faixa de preço com grade e sempre disponível,Dora,J-achar-e-corrigir-na-listagem,"Produto com variações mostra a faixa ""R$ X – Y"" com o rótulo ""N preços"" e a edição inline de preço desabilitada COM explicação de que o preço vive na grade; produto com stock_policy none mostra ""sempre disponível"" e não edita",http://localhost:8081/admin/produtos,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`PLS-04` (P2.1 AC 9-10). A própria spec da `13` põe isso nos Edge Cases: desabilitar sem dizer por quê ""lê como bug"". Dora é exatamente quem trava — ela clica, nada acontece, e ela não sabe se é ela ou o sistema."
LST-colunas-badges-e-largura,LST,"Colunas Produto e Status com badges, menu Colunas e a tela usando a janela inteira",Nana,J-achar-e-corrigir-na-listagem,"A coluna Produto mostra thumb, nome, contagem de variações, slug e badges de pendência (sem imagem, grade incompleta); Status mostra Ativo/Esgotado/Rascunho ou a data de agendamento; o menu Colunas mostra/oculta e alterna densidade; Novo produto ▾ oferece as 3 portas; e a listagem ocupa a largura da janela em 1920 px",http://localhost:8081/admin/produtos,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,`PLS-04` AC 11-12 + `PLS-09` AC 13-14 + `RFN-08` AC 2. O `max-w-6xl` era herança de quando a listagem tinha 5 colunas; hoje tem 8 e a tabela apertava enquanto sobrava tela dos dois lados. O badge `grade incompleta` vem de `PST-10` (feature `07`) e é o que avisa que um produto tem variação ativa sem preço — a ponte entre esta tela e `PRD-linha-sem-preco-nao-vende`.
LST-consulta-no-servidor-com-count,LST,"A listagem pagina e conta no servidor, com uma requisição por página",Nana,J-achar-e-corrigir-na-listagem,"Abrir a listagem faz uma requisição de página com range, o rodapé mostra ""X–Y de N"" com o count real do servidor, e nenhum select('*') do catálogo inteiro aparece na rede",http://localhost:8081/admin/produtos,pass,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`PLS-01` + `PLS-02` AC 2. O defeito original: `select('*, categories(name)')` **sem `range` e sem `count`**, trazendo o catálogo inteiro com `variants` JSONB e `images` de cada produto, filtrando e paginando em memória. **A prova é de rede, não de tela** — a tabela parece igual nos dois mundos. Observar as requisições ao PostgREST (`Range`, `count=exact`) e não a aparência da lista."
LST-desfazer-da-edicao-inline,LST,O Desfazer do toast restaura o valor anterior no banco,Dora,J-achar-e-corrigir-na-listagem,Salvar uma edição inline mostra toast com ação Desfazer; usar o Desfazer devolve o valor anterior na tela E no banco (confirmado por F5),http://localhost:8081/admin/produtos,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,LST-editar-na-celula-com-teclado,`PLS-03` AC 8. Dora é a persona certa: ela digita no lugar errado e precisa da rede. Um desfazer que só volta na tela é pior que nenhum — ela acredita que voltou.
LST-editar-na-celula-com-teclado,LST,"Corrigir preço ou estoque na célula, com Enter, Tab e Esc",Nana,J-achar-e-corrigir-na-listagem,"Clicar na célula abre input inline; Enter salva, Tab avança para a próxima célula editável, Esc cancela sem gravar; e o valor novo continua lá depois de um F5",http://localhost:8081/admin/produtos,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,LST-desfazer-da-edicao-inline,"`PLS-03` (P2.1 AC 7). O ganho inteiro da listagem v2 mora aqui: corrigir 12 preços sem abrir 12 formulários. Nana é teclado-primeiro, então `Tab` que não avança quebra o fluxo mesmo com o save funcionando. O F5 é obrigatório na verificação: valor que só existe no estado otimista da tela é o defeito clássico desta feature."
LST-visoes-filtros-e-busca,LST,"Visões com contagem, filtros em chips e busca que cobre SKU e tag",Nana,J-achar-e-corrigir-na-listagem,"As visões (Todos, Ativos, Rascunhos, Sem estoque, Sem imagem, Sem SEO, Agendados) filtram e mostram contagem; cada filtro ativo é um chip com valor e × que o remove; e a busca acha por nome, SKU de variação e tag",http://localhost:8081/admin/produtos,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`PLS-02` (P2.1 AC 3-6). Buscar por SKU de variação é o que a lojista faz com a etiqueta na mão — e é a parte da busca que exige join, logo a que mais provavelmente ficou de fora. `Salvar visão atual` persiste em `localStorage` por navegador (`A22`) — não é tabela, então não sobrevive a outro navegador, e isso é declarado, não bug. Dívida declarada que não é achado: a visão `Sem estoque` para produto com grade depende de uma view no Postgres que a `13` deixou aberta e a `14` manteve declarada."
MED-alt-chega-na-loja,MED,O alt escrito no backoffice é o que a leitora de tela ouve na loja,Sofia,J-foto-e-alt-do-produto,"Na página do produto, o atributo alt da imagem é o texto gravado no jsonb quando preenchido, e o nome do produto só como fallback — não alt={product.name} genérico em todas",http://localhost:8080/produto/<slug>,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,MED-alt-gerado-por-template,"`PMD-01` AC 10. É a metade da journey que vive na loja: sem ela, o alt gravado no backoffice é dado que ninguém consome — acessibilidade e SEO pagam a conta. Sofia usa TalkBack no celular; a verificação é o HTML servido, não a aparência."
MED-alt-gerado-por-template,MED,"Gerar alt-text é template determinístico, sem nenhuma chamada de rede",Nana,J-foto-e-alt-do-produto,"Tile com alt vazio mostra ""faltando"" e a ação Gerar; Gerar produz ""<nome do produto> — <rótulo>"" e marca ""gerado automaticamente"" sem nenhuma requisição de rede; com produto ainda sem nome a ação fica desabilitada em vez de gerar string vazia",http://localhost:8081/admin/produtos/:id/editar,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,MED-alt-chega-na-loja,"`PMD-01` (P2.4 AC 1-2) com `A20`/`AD-011`: os artboards dizem ""Gerar"" e ""Alt gerado automaticamente"", **nunca** ""com IA"". Uma requisição de rede durante o `Gerar` é achado — significaria provedor de IA não declarado no projeto. Determinístico é verificável: gerar duas vezes dá a mesma string."
MED-estudio-nao-grava-sem-aplicar,MED,Fechar o estúdio sem aplicar não deixa rastro no Storage nem em images,Nana,J-foto-e-alt-do-produto,"O estúdio abre em ~1360 px em três colunas (origem/palco/ajustes) com filmstrip, camadas e controle de saída; compor 4 renders, ajustar escala, Aplicar a todos e fechar SEM aplicar não grava nada no Storage nem em products.images",http://localhost:8081/admin/produtos/:id/editar,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`PMD-05` (P3.1 AC 1-3, 7-8). O estúdio rodava num dialog de 768 px — aprovar um render de 1600 px num palco de thumb é decidir no escuro. ""Nada é salvo antes de você aplicar"" é promessa escrita no rodapé da tela; se o composto vaza para o Storage ao fechar, a promessa é falsa e o bucket acumula lixo invisível. Conferir o bucket, não a tela."
